Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_117_632,VSS,Metal1,324.0000,468.7200,0.002224
FILLER_117_604,VSS,Metal1,310.3200,468.7200,0.002223
FILLER_117_535,VSS,Metal1,277.2000,468.7200,0.002221
FILLER_117_533,VSS,Metal1,276.4800,468.7200,0.002221
FILLER_117_514,VSS,Metal1,267.1200,468.7200,0.002220
FILLER_117_510,VSS,Metal1,265.9080,468.3430,0.002220
FILLER_117_496,VSS,Metal1,258.4800,468.7200,0.002223
FILLER_117_492,VSS,Metal1,257.2680,468.3430,0.002224
FILLER_117_470,VSS,Metal1,246.7080,468.3430,0.002224
FILLER_117_456,VSS,Metal1,239.2800,468.7200,0.002225
FILLER_117_449,VSS,Metal1,237.3660,468.2590,0.002225
FILLER_117_435,VSS,Metal1,229.2000,468.7200,0.002225
FILLER_117_431,VSS,Metal1,227.9880,468.3430,0.002225
FILLER_117_424,VSS,Metal1,225.3660,468.2590,0.002225
FILLER_117_416,VSS,Metal1,220.7880,468.3430,0.002225
FILLER_117_374,VSS,Metal1,200.1600,468.7200,0.002224
FILLER_117_370,VSS,Metal1,198.7080,468.3430,0.002224
FILLER_117_363,VSS,Metal1,194.8800,468.7200,0.002222
FILLER_117_353,VSS,Metal1,190.0800,468.7200,0.002222
FILLER_117_349,VSS,Metal1,188.6280,468.3430,0.002222
FILLER_117_334,VSS,Metal1,180.9600,468.7200,0.002224
FILLER_117_304,VSS,Metal1,167.0280,468.3430,0.002225
FILLER_117_289,VSS,Metal1,159.1200,468.7200,0.002228
FILLER_117_282,VSS,Metal1,157.2060,468.2590,0.002228
FILLER_117_224,VSS,Metal1,127.9200,468.7200,0.002209
FILLER_117_215,VSS,Metal1,123.6000,468.7200,0.002208
FILLER_117_213,VSS,Metal1,122.8800,468.7200,0.002208
FILLER_117_186,VSS,Metal1,109.9200,468.7200,0.002200
FILLER_117_182,VSS,Metal1,108.4680,468.3430,0.002200
FILLER_117_170,VSS,Metal1,103.4460,468.2590,0.002199
FILLER_117_163,VSS,Metal1,100.0860,468.2590,0.002199
FILLER_117_156,VSS,Metal1,95.2800,468.7200,0.002198
FILLER_117_125,VSS,Metal1,80.6400,468.7200,0.002194
FILLER_117_118,VSS,Metal1,78.4860,468.2590,0.002194
FILLER_117_71,VSS,Metal1,54.7200,468.7200,0.002177
FILLER_117_67,VSS,Metal1,53.2680,468.3430,0.002177
FILLER_117_60,VSS,Metal1,50.6460,468.2590,0.002177
FILLER_117_41,VSS,Metal1,40.3200,468.7200,0.002176
FILLER_117_23,VSS,Metal1,31.4400,468.7200,0.002176
FILLER_117_16,VSS,Metal1,29.5260,468.2590,0.002179
FILLER_117_2,VSS,Metal1,21.3600,468.7200,0.002184
FILLER_117_0,VSS,Metal1,20.6400,468.7200,0.002184
FILLER_116_1721,VSS,Metal1,846.4800,461.1600,0.002230
FILLER_116_1710,VSS,Metal1,841.2000,461.1600,0.002229
FILLER_116_1703,VSS,Metal1,839.2860,461.6200,0.002228
FILLER_116_1677,VSS,Metal1,825.3600,461.1600,0.002228
FILLER_116_1675,VSS,Metal1,824.6400,461.1600,0.002227
FILLER_116_1668,VSS,Metal1,822.4860,461.6200,0.002223
FILLER_116_1611,VSS,Metal1,795.1260,461.6200,0.002217
FILLER_116_1604,VSS,Metal1,791.7660,461.6200,0.002218
FILLER_116_1505,VSS,Metal1,743.5080,461.5360,0.002218
FILLER_116_1493,VSS,Metal1,737.2800,461.1600,0.002216
FILLER_116_1489,VSS,Metal1,735.8280,461.5360,0.002216
FILLER_116_1456,VSS,Metal1,719.5200,461.1600,0.002210
FILLER_116_1452,VSS,Metal1,718.0680,461.5360,0.002210
FILLER_116_1425,VSS,Metal1,704.4000,461.1600,0.002211
FILLER_116_1366,VSS,Metal1,676.0800,461.1600,0.002210
FILLER_116_1364,VSS,Metal1,675.3600,461.1600,0.002210
FILLER_116_1335,VSS,Metal1,661.4400,461.1600,0.002209
FILLER_116_1328,VSS,Metal1,659.2860,461.6200,0.002207
FILLER_116_1303,VSS,Metal1,645.8400,461.1600,0.002205
FILLER_116_1296,VSS,Metal1,643.9260,461.6200,0.002205
FILLER_116_1289,VSS,Metal1,640.5660,461.6200,0.002205
FILLER_116_1281,VSS,Metal1,635.9880,461.5360,0.002205
FILLER_116_1252,VSS,Metal1,621.3600,461.1600,0.002207
FILLER_116_1248,VSS,Metal1,620.1480,461.5360,0.002209
FILLER_116_1241,VSS,Metal1,617.5260,461.6200,0.002209
FILLER_116_1234,VSS,Metal1,614.1660,461.6200,0.002209
FILLER_116_1227,VSS,Metal1,610.8060,461.6200,0.002210
FILLER_116_1220,VSS,Metal1,607.4460,461.6200,0.002211
FILLER_116_1205,VSS,Metal1,599.0400,461.1600,0.002213
FILLER_116_1201,VSS,Metal1,597.5880,461.5360,0.002213
FILLER_116_1192,VSS,Metal1,592.5600,461.1600,0.002205
FILLER_116_1185,VSS,Metal1,590.6460,461.6200,0.002205
FILLER_116_1178,VSS,Metal1,587.2860,461.6200,0.002205
FILLER_116_1123,VSS,Metal1,559.4400,461.1600,0.002205
FILLER_116_1108,VSS,Metal1,552.4800,461.1600,0.002205
FILLER_116_1103,VSS,Metal1,549.8400,461.1600,0.002205
FILLER_116_1101,VSS,Metal1,549.1200,461.1600,0.002205
FILLER_116_1094,VSS,Metal1,546.9660,461.6200,0.002205
FILLER_116_1052,VSS,Metal1,525.3600,461.1600,0.002205
FILLER_116_1045,VSS,Metal1,523.4460,461.6200,0.002205
FILLER_116_1030,VSS,Metal1,514.8000,461.1600,0.002205
FILLER_116_1023,VSS,Metal1,512.8860,461.6200,0.002205
FILLER_116_1016,VSS,Metal1,509.5260,461.6200,0.002205
FILLER_116_1001,VSS,Metal1,501.1200,461.1600,0.002204
FILLER_116_994,VSS,Metal1,498.9660,461.6200,0.002203
FILLER_116_982,VSS,Metal1,492.0000,461.1600,0.002202
FILLER_116_977,VSS,Metal1,489.3600,461.1600,0.002203
FILLER_116_975,VSS,Metal1,488.6400,461.1600,0.002203
FILLER_116_968,VSS,Metal1,486.4860,461.6200,0.002203
FILLER_116_951,VSS,Metal1,476.8800,461.1600,0.002203
FILLER_116_949,VSS,Metal1,476.1600,461.1600,0.002203
FILLER_116_925,VSS,Metal1,465.1080,461.5360,0.002204
FILLER_116_911,VSS,Metal1,457.6800,461.1600,0.002205
FILLER_116_909,VSS,Metal1,456.9600,461.1600,0.002205
FILLER_116_890,VSS,Metal1,447.8400,461.1600,0.002205
FILLER_116_880,VSS,Metal1,443.0400,461.1600,0.002205
FILLER_116_849,VSS,Metal1,428.6280,461.5360,0.002204
FILLER_116_842,VSS,Metal1,424.8000,461.1600,0.002201
FILLER_116_832,VSS,Metal1,420.0000,461.1600,0.002199
FILLER_116_818,VSS,Metal1,413.2800,461.1600,0.002200
FILLER_116_811,VSS,Metal1,411.1260,461.6200,0.002201
FILLER_116_798,VSS,Metal1,403.4400,461.1600,0.002204
FILLER_116_796,VSS,Metal1,402.7200,461.1600,0.002204
FILLER_116_783,VSS,Metal1,396.2400,461.1600,0.002209
FILLER_116_781,VSS,Metal1,395.5200,461.1600,0.002209
FILLER_116_741,VSS,Metal1,376.0800,461.1600,0.002211
FILLER_116_727,VSS,Metal1,369.3600,461.1600,0.002212
FILLER_116_722,VSS,Metal1,366.9600,461.1600,0.002212
FILLER_116_720,VSS,Metal1,366.2400,461.1600,0.002212
FILLER_116_715,VSS,Metal1,363.6000,461.1600,0.002212
FILLER_116_710,VSS,Metal1,361.2000,461.1600,0.002211
FILLER_116_708,VSS,Metal1,360.4800,461.1600,0.002211
FILLER_116_701,VSS,Metal1,358.3260,461.6200,0.002211
FILLER_116_694,VSS,Metal1,354.9660,461.6200,0.002210
FILLER_116_687,VSS,Metal1,351.6060,461.6200,0.002210
FILLER_116_653,VSS,Metal1,335.2860,461.6200,0.002211
FILLER_116_646,VSS,Metal1,331.9260,461.6200,0.002211
FILLER_116_639,VSS,Metal1,328.5660,461.6200,0.002211
FILLER_116_591,VSS,Metal1,304.0800,461.1600,0.002211
FILLER_116_584,VSS,Metal1,302.1660,461.6200,0.002211
FILLER_116_577,VSS,Metal1,298.8060,461.6200,0.002211
FILLER_116_563,VSS,Metal1,290.6400,461.1600,0.002211
FILLER_116_559,VSS,Metal1,289.4280,461.5360,0.002211
FILLER_116_445,VSS,Metal1,235.4460,461.6200,0.002191
FILLER_116_438,VSS,Metal1,232.0860,461.6200,0.002191
FILLER_116_431,VSS,Metal1,228.7260,461.6200,0.002188
FILLER_116_424,VSS,Metal1,225.3660,461.6200,0.002183
FILLER_116_409,VSS,Metal1,216.9600,461.1600,0.002178
FILLER_116_399,VSS,Metal1,212.1600,461.1600,0.002172
FILLER_116_395,VSS,Metal1,210.7080,461.5360,0.002172
FILLER_116_388,VSS,Metal1,208.0860,461.6200,0.002171
FILLER_116_381,VSS,Metal1,203.5200,461.1600,0.002168
FILLER_116_377,VSS,Metal1,202.0680,461.5360,0.002168
FILLER_116_353,VSS,Metal1,189.8400,461.1600,0.002166
FILLER_116_351,VSS,Metal1,189.1200,461.1600,0.002166
FILLER_116_338,VSS,Metal1,182.8800,461.1600,0.002165
FILLER_116_327,VSS,Metal1,177.3600,461.1600,0.002163
FILLER_116_315,VSS,Metal1,171.6000,461.1600,0.002162
FILLER_116_313,VSS,Metal1,170.8800,461.1600,0.002162
FILLER_116_278,VSS,Metal1,154.0800,461.1600,0.002147
FILLER_116_271,VSS,Metal1,151.9260,461.6200,0.002147
FILLER_116_245,VSS,Metal1,138.2400,461.1600,0.002145
FILLER_116_240,VSS,Metal1,135.6000,461.1600,0.002145
FILLER_116_236,VSS,Metal1,134.3880,461.5360,0.002145
FILLER_116_227,VSS,Metal1,129.3600,461.1600,0.002144
FILLER_116_223,VSS,Metal1,128.1480,461.5360,0.002144
FILLER_116_217,VSS,Metal1,124.5600,461.1600,0.002143
FILLER_116_203,VSS,Metal1,117.8400,461.1600,0.002141
FILLER_116_201,VSS,Metal1,117.1200,461.1600,0.002141
FILLER_116_191,VSS,Metal1,112.3200,461.1600,0.002141
FILLER_116_184,VSS,Metal1,108.9600,461.1600,0.002141
FILLER_116_176,VSS,Metal1,105.1200,461.1600,0.002141
FILLER_116_169,VSS,Metal1,102.9660,461.6200,0.002141
FILLER_116_147,VSS,Metal1,91.2000,461.1600,0.002142
FILLER_116_125,VSS,Metal1,80.4000,461.1600,0.002142
FILLER_116_118,VSS,Metal1,78.4860,461.6200,0.002142
FILLER_116_111,VSS,Metal1,75.1260,461.6200,0.002141
FILLER_116_101,VSS,Metal1,68.8800,461.1600,0.002140
FILLER_116_77,VSS,Metal1,58.8060,461.6200,0.002139
FILLER_116_66,VSS,Metal1,52.0800,461.1600,0.002139
FILLER_116_64,VSS,Metal1,51.3600,461.1600,0.002138
FILLER_116_59,VSS,Metal1,48.7200,461.1600,0.002133
FILLER_116_55,VSS,Metal1,47.5080,461.5360,0.002133
FILLER_116_49,VSS,Metal1,43.9200,461.1600,0.002131
FILLER_116_47,VSS,Metal1,43.2000,461.1600,0.002131
FILLER_116_42,VSS,Metal1,40.5600,461.1600,0.002130
FILLER_116_38,VSS,Metal1,39.3480,461.5360,0.002130
FILLER_116_31,VSS,Metal1,36.7260,461.6200,0.002130
FILLER_116_25,VSS,Metal1,32.4000,461.1600,0.002130
FILLER_116_21,VSS,Metal1,31.1880,461.5360,0.002130
FILLER_116_14,VSS,Metal1,28.5660,461.6200,0.002130
FILLER_116_7,VSS,Metal1,25.2060,461.6200,0.002130
FILLER_116_0,VSS,Metal1,21.8460,461.6200,0.002130
FILLER_115_1671,VSS,Metal1,823.1880,460.7830,0.002223
FILLER_115_1664,VSS,Metal1,820.5660,460.6990,0.002223
FILLER_115_1641,VSS,Metal1,808.3200,461.1600,0.002220
FILLER_115_1637,VSS,Metal1,806.8680,460.7830,0.002220
FILLER_115_1618,VSS,Metal1,797.2800,461.1600,0.002218
FILLER_115_1611,VSS,Metal1,795.1260,460.6990,0.002217
FILLER_115_1604,VSS,Metal1,790.5600,461.1600,0.002218
FILLER_115_1597,VSS,Metal1,788.4060,460.6990,0.002218
FILLER_115_1589,VSS,Metal1,783.8280,460.7830,0.002219
FILLER_115_1582,VSS,Metal1,781.2060,460.6990,0.002219
FILLER_115_1575,VSS,Metal1,777.8460,460.6990,0.002219
FILLER_115_1560,VSS,Metal1,769.2000,461.1600,0.002219
FILLER_115_1556,VSS,Metal1,767.9880,460.7830,0.002219
FILLER_115_1549,VSS,Metal1,765.3660,460.6990,0.002219
FILLER_115_1532,VSS,Metal1,757.2060,460.6990,0.002219
FILLER_115_1526,VSS,Metal1,752.8800,461.1600,0.002219
FILLER_115_1524,VSS,Metal1,752.1600,461.1600,0.002219
FILLER_115_1517,VSS,Metal1,750.0060,460.6990,0.002219
FILLER_115_1485,VSS,Metal1,733.4400,461.1600,0.002215
FILLER_115_1461,VSS,Metal1,721.6800,461.1600,0.002212
FILLER_115_1459,VSS,Metal1,720.9600,461.1600,0.002212
FILLER_115_1444,VSS,Metal1,713.5200,461.1600,0.002210
FILLER_115_1440,VSS,Metal1,712.3080,460.7830,0.002210
FILLER_115_1433,VSS,Metal1,709.6860,460.6990,0.002211
FILLER_115_1419,VSS,Metal1,701.5200,461.1600,0.002211
FILLER_115_1412,VSS,Metal1,699.6060,460.6990,0.002211
FILLER_115_1368,VSS,Metal1,677.7480,460.7830,0.002211
FILLER_115_1361,VSS,Metal1,675.1260,460.6990,0.002210
FILLER_115_1354,VSS,Metal1,671.7660,460.6990,0.002209
FILLER_115_1348,VSS,Metal1,667.6800,461.1600,0.002209
FILLER_115_1341,VSS,Metal1,665.5260,460.6990,0.002209
FILLER_115_1334,VSS,Metal1,662.1660,460.6990,0.002209
FILLER_115_1277,VSS,Metal1,633.6000,461.1600,0.002207
FILLER_115_1273,VSS,Metal1,632.1480,460.7830,0.002207
FILLER_115_1262,VSS,Metal1,627.6060,460.6990,0.002207
FILLER_115_1256,VSS,Metal1,623.5200,461.1600,0.002207
FILLER_115_1252,VSS,Metal1,622.0680,460.7830,0.002207
FILLER_115_1245,VSS,Metal1,619.4460,460.6990,0.002209
FILLER_115_1238,VSS,Metal1,616.0860,460.6990,0.002209
FILLER_115_1233,VSS,Metal1,612.2400,461.1600,0.002210
FILLER_115_1226,VSS,Metal1,610.3260,460.6990,0.002210
FILLER_115_1219,VSS,Metal1,606.9660,460.6990,0.002211
FILLER_115_1212,VSS,Metal1,603.6060,460.6990,0.002213
FILLER_115_1205,VSS,Metal1,600.2460,460.6990,0.002213
FILLER_115_1200,VSS,Metal1,596.4000,461.1600,0.002213
FILLER_115_1198,VSS,Metal1,595.6800,461.1600,0.002213
FILLER_115_1161,VSS,Metal1,578.3880,460.7830,0.002205
FILLER_115_1130,VSS,Metal1,563.5080,460.7830,0.002205
FILLER_115_966,VSS,Metal1,485.5260,460.6990,0.002203
FILLER_115_959,VSS,Metal1,482.1660,460.6990,0.002203
FILLER_115_945,VSS,Metal1,474.0000,461.1600,0.002203
FILLER_115_943,VSS,Metal1,473.2800,461.1600,0.002203
FILLER_115_931,VSS,Metal1,467.2800,461.1600,0.002204
FILLER_115_897,VSS,Metal1,451.2000,461.1600,0.002205
FILLER_115_880,VSS,Metal1,443.5080,460.7830,0.002205
FILLER_115_873,VSS,Metal1,440.8860,460.6990,0.002205
FILLER_115_866,VSS,Metal1,437.5260,460.6990,0.002205
FILLER_115_852,VSS,Metal1,429.3600,461.1600,0.002204
FILLER_115_850,VSS,Metal1,428.6400,461.1600,0.002204
FILLER_115_832,VSS,Metal1,419.7600,461.1600,0.002199
FILLER_115_830,VSS,Metal1,419.0400,461.1600,0.002199
FILLER_115_815,VSS,Metal1,411.8400,461.1600,0.002201
FILLER_115_811,VSS,Metal1,410.3880,460.7830,0.002201
FILLER_115_784,VSS,Metal1,396.9600,461.1600,0.002209
FILLER_115_777,VSS,Metal1,394.8060,460.6990,0.002209
FILLER_115_767,VSS,Metal1,390.0060,460.6990,0.002210
FILLER_115_761,VSS,Metal1,385.9200,461.1600,0.002210
FILLER_115_742,VSS,Metal1,376.8000,461.1600,0.002211
FILLER_115_738,VSS,Metal1,374.6400,461.1600,0.002212
FILLER_115_702,VSS,Metal1,357.3600,461.1600,0.002211
FILLER_115_698,VSS,Metal1,356.1480,460.7830,0.002210
FILLER_115_665,VSS,Metal1,339.6000,461.1600,0.002210
FILLER_115_663,VSS,Metal1,338.8800,461.1600,0.002210
FILLER_115_656,VSS,Metal1,336.7260,460.6990,0.002211
FILLER_115_649,VSS,Metal1,332.1600,461.1600,0.002211
FILLER_115_621,VSS,Metal1,318.4800,461.1600,0.002211
FILLER_115_604,VSS,Metal1,311.0280,460.7830,0.002211
FILLER_115_597,VSS,Metal1,308.4060,460.6990,0.002211
FILLER_115_559,VSS,Metal1,288.7200,461.1600,0.002211
FILLER_115_528,VSS,Metal1,273.8400,461.1600,0.002193
FILLER_115_487,VSS,Metal1,254.1600,461.1600,0.002191
FILLER_115_472,VSS,Metal1,247.2000,461.1600,0.002191
FILLER_115_458,VSS,Metal1,240.2400,461.1600,0.002191
FILLER_115_456,VSS,Metal1,239.5200,461.1600,0.002191
FILLER_115_441,VSS,Metal1,232.3200,461.1600,0.002191
FILLER_115_437,VSS,Metal1,230.8680,460.7830,0.002191
FILLER_115_413,VSS,Metal1,218.6400,461.1600,0.002180
FILLER_115_404,VSS,Metal1,214.3200,461.1600,0.002172
FILLER_115_395,VSS,Metal1,210.0000,461.1600,0.002172
FILLER_115_389,VSS,Metal1,207.1200,461.1600,0.002171
FILLER_115_387,VSS,Metal1,206.4000,461.1600,0.002169
FILLER_115_376,VSS,Metal1,200.8800,461.1600,0.002167
FILLER_115_374,VSS,Metal1,200.1600,461.1600,0.002167
FILLER_115_321,VSS,Metal1,174.4800,461.1600,0.002163
FILLER_115_317,VSS,Metal1,173.2680,460.7830,0.002163
FILLER_115_310,VSS,Metal1,170.6460,460.6990,0.002162
FILLER_115_277,VSS,Metal1,153.3600,461.1600,0.002147
FILLER_115_270,VSS,Metal1,151.4460,460.6990,0.002147
FILLER_115_263,VSS,Metal1,148.0860,460.6990,0.002147
FILLER_115_256,VSS,Metal1,143.5200,461.1600,0.002145
FILLER_115_249,VSS,Metal1,141.3660,460.6990,0.002145
FILLER_115_242,VSS,Metal1,138.0060,460.6990,0.002145
FILLER_115_235,VSS,Metal1,134.6460,460.6990,0.002145
FILLER_115_225,VSS,Metal1,128.4000,461.1600,0.002144
FILLER_115_215,VSS,Metal1,123.8400,461.1600,0.002143
FILLER_115_201,VSS,Metal1,116.8800,461.1600,0.002141
FILLER_115_192,VSS,Metal1,112.5600,461.1600,0.002141
FILLER_115_161,VSS,Metal1,97.9200,461.1600,0.002142
FILLER_115_129,VSS,Metal1,82.5600,461.1600,0.002142
FILLER_115_114,VSS,Metal1,75.3600,461.1600,0.002141
FILLER_115_110,VSS,Metal1,73.9080,460.7830,0.002141
FILLER_115_103,VSS,Metal1,71.2860,460.6990,0.002140
FILLER_115_96,VSS,Metal1,67.9260,460.6990,0.002140
FILLER_115_89,VSS,Metal1,64.5660,460.6990,0.002139
FILLER_115_82,VSS,Metal1,61.2060,460.6990,0.002139
FILLER_115_42,VSS,Metal1,40.5600,461.1600,0.002130
FILLER_115_40,VSS,Metal1,39.8400,461.1600,0.002130
FILLER_115_31,VSS,Metal1,35.2800,461.1600,0.002130
FILLER_115_21,VSS,Metal1,30.7200,461.1600,0.002130
FILLER_115_4,VSS,Metal1,22.3200,461.1600,0.002130
FILLER_115_0,VSS,Metal1,21.1080,460.7830,0.002130
FILLER_114_1745,VSS,Metal1,858.7080,453.9760,0.002230
FILLER_114_1738,VSS,Metal1,856.0860,454.0600,0.002230
FILLER_114_1731,VSS,Metal1,852.7260,454.0600,0.002230
FILLER_114_1699,VSS,Metal1,837.3660,454.0600,0.002230
FILLER_114_1680,VSS,Metal1,827.0400,453.6000,0.002230
FILLER_114_1676,VSS,Metal1,825.5880,453.9760,0.002230
FILLER_114_1643,VSS,Metal1,809.2800,453.6000,0.002224
FILLER_114_1636,VSS,Metal1,807.1260,454.0600,0.002224
FILLER_114_1615,VSS,Metal1,795.8400,453.6000,0.002220
FILLER_114_1572,VSS,Metal1,774.9600,453.6000,0.002220
FILLER_114_1557,VSS,Metal1,767.7600,453.6000,0.002220
FILLER_114_1550,VSS,Metal1,765.8460,454.0600,0.002220
FILLER_114_1543,VSS,Metal1,762.4860,454.0600,0.002220
FILLER_114_1410,VSS,Metal1,697.4400,453.6000,0.002220
FILLER_114_1406,VSS,Metal1,695.9880,453.9760,0.002220
FILLER_114_1399,VSS,Metal1,693.3660,454.0600,0.002221
FILLER_114_1333,VSS,Metal1,660.4800,453.6000,0.002223
FILLER_114_1326,VSS,Metal1,658.3260,454.0600,0.002223
FILLER_114_1321,VSS,Metal1,654.4800,453.6000,0.002223
FILLER_114_1317,VSS,Metal1,653.2680,453.9760,0.002223
FILLER_114_1310,VSS,Metal1,650.6460,454.0600,0.002223
FILLER_114_1270,VSS,Metal1,630.0000,453.6000,0.002237
FILLER_114_1268,VSS,Metal1,629.2800,453.6000,0.002237
FILLER_114_1256,VSS,Metal1,624.7260,454.0600,0.002238
FILLER_114_1225,VSS,Metal1,609.1080,453.9760,0.002239
FILLER_114_1148,VSS,Metal1,571.4400,453.6000,0.002239
FILLER_114_1144,VSS,Metal1,570.2280,453.9760,0.002239
FILLER_114_1097,VSS,Metal1,548.4060,454.0600,0.002249
FILLER_114_1068,VSS,Metal1,533.0400,453.6000,0.002249
FILLER_114_1061,VSS,Metal1,531.1260,454.0600,0.002249
FILLER_114_1054,VSS,Metal1,527.7660,454.0600,0.002249
FILLER_114_1047,VSS,Metal1,524.4060,454.0600,0.002249
FILLER_114_972,VSS,Metal1,487.2000,453.6000,0.002248
FILLER_114_968,VSS,Metal1,485.7480,453.9760,0.002248
FILLER_114_940,VSS,Metal1,471.6000,453.6000,0.002247
FILLER_114_938,VSS,Metal1,470.8800,453.6000,0.002247
FILLER_114_931,VSS,Metal1,468.7260,454.0600,0.002246
FILLER_114_915,VSS,Metal1,459.6000,453.6000,0.002240
FILLER_114_913,VSS,Metal1,458.8800,453.6000,0.002240
FILLER_114_906,VSS,Metal1,456.7260,454.0600,0.002239
FILLER_114_877,VSS,Metal1,442.8060,454.0600,0.002238
FILLER_114_870,VSS,Metal1,439.4460,454.0600,0.002238
FILLER_114_848,VSS,Metal1,428.8860,454.0600,0.002229
FILLER_114_842,VSS,Metal1,424.5600,453.6000,0.002215
FILLER_114_833,VSS,Metal1,420.9480,453.9760,0.002215
FILLER_114_807,VSS,Metal1,408.4680,453.9760,0.002221
FILLER_114_792,VSS,Metal1,400.8000,453.6000,0.002222
FILLER_114_785,VSS,Metal1,398.6460,454.0600,0.002222
FILLER_114_711,VSS,Metal1,361.9200,453.6000,0.002226
FILLER_114_701,VSS,Metal1,357.1200,453.6000,0.002226
FILLER_114_672,VSS,Metal1,342.9600,453.6000,0.002224
FILLER_114_670,VSS,Metal1,342.2400,453.6000,0.002224
FILLER_114_663,VSS,Metal1,340.0860,454.0600,0.002224
FILLER_114_642,VSS,Metal1,328.5600,453.6000,0.002228
FILLER_114_640,VSS,Metal1,327.8400,453.6000,0.002228
FILLER_114_633,VSS,Metal1,325.6860,454.0600,0.002228
FILLER_114_614,VSS,Metal1,315.3600,453.6000,0.002228
FILLER_114_610,VSS,Metal1,313.9080,453.9760,0.002228
FILLER_114_579,VSS,Metal1,299.0280,453.9760,0.002227
FILLER_114_573,VSS,Metal1,295.6800,453.6000,0.002226
FILLER_114_569,VSS,Metal1,294.2280,453.9760,0.002226
FILLER_114_541,VSS,Metal1,280.0800,453.6000,0.002225
FILLER_114_539,VSS,Metal1,279.3600,453.6000,0.002225
FILLER_114_511,VSS,Metal1,265.9200,453.6000,0.002212
FILLER_114_496,VSS,Metal1,259.9260,454.0600,0.002212
FILLER_114_489,VSS,Metal1,256.5660,454.0600,0.002212
FILLER_114_482,VSS,Metal1,253.2060,454.0600,0.002212
FILLER_114_475,VSS,Metal1,249.8460,454.0600,0.002212
FILLER_114_468,VSS,Metal1,246.4860,454.0600,0.002205
FILLER_114_444,VSS,Metal1,234.9660,454.0600,0.002201
FILLER_114_437,VSS,Metal1,231.6060,454.0600,0.002201
FILLER_114_430,VSS,Metal1,227.0400,453.6000,0.002201
FILLER_114_426,VSS,Metal1,225.5880,453.9760,0.002201
FILLER_114_416,VSS,Metal1,220.3200,453.6000,0.002201
FILLER_114_384,VSS,Metal1,205.4280,453.9760,0.002182
FILLER_114_348,VSS,Metal1,188.8860,454.0600,0.002182
FILLER_114_327,VSS,Metal1,177.3600,453.6000,0.002186
FILLER_114_325,VSS,Metal1,176.6400,453.6000,0.002186
FILLER_114_318,VSS,Metal1,174.4860,454.0600,0.002186
FILLER_114_280,VSS,Metal1,155.0400,453.6000,0.002197
FILLER_114_273,VSS,Metal1,152.8860,454.0600,0.002206
FILLER_114_256,VSS,Metal1,143.5200,453.6000,0.002207
FILLER_114_249,VSS,Metal1,141.3660,454.0600,0.002207
FILLER_114_234,VSS,Metal1,134.1660,454.0600,0.002204
FILLER_114_192,VSS,Metal1,112.5600,453.6000,0.002206
FILLER_114_157,VSS,Metal1,95.7600,453.6000,0.002210
FILLER_114_141,VSS,Metal1,88.7880,453.9760,0.002214
FILLER_114_134,VSS,Metal1,86.1660,454.0600,0.002214
FILLER_114_109,VSS,Metal1,72.9600,453.6000,0.002215
FILLER_114_85,VSS,Metal1,62.6460,454.0600,0.002215
FILLER_114_78,VSS,Metal1,59.2860,454.0600,0.002215
FILLER_114_71,VSS,Metal1,55.9260,454.0600,0.002214
FILLER_114_59,VSS,Metal1,48.7200,453.6000,0.002214
FILLER_114_52,VSS,Metal1,45.6000,453.6000,0.002213
FILLER_114_43,VSS,Metal1,41.2800,453.6000,0.002212
FILLER_114_39,VSS,Metal1,39.8280,453.9760,0.002211
FILLER_114_33,VSS,Metal1,36.2400,453.6000,0.002212
FILLER_114_31,VSS,Metal1,35.5200,453.6000,0.002212
FILLER_114_16,VSS,Metal1,28.7880,453.9760,0.002213
FILLER_113_1720,VSS,Metal1,846.2400,453.6000,0.002230
FILLER_113_1713,VSS,Metal1,844.0860,453.1390,0.002230
FILLER_113_1675,VSS,Metal1,824.4000,453.6000,0.002228
FILLER_113_1673,VSS,Metal1,823.6800,453.6000,0.002228
FILLER_113_1635,VSS,Metal1,805.2000,453.6000,0.002222
FILLER_113_1599,VSS,Metal1,788.6280,453.2230,0.002220
FILLER_113_1592,VSS,Metal1,786.0060,453.1390,0.002220
FILLER_113_1521,VSS,Metal1,750.7200,453.6000,0.002220
FILLER_113_1480,VSS,Metal1,730.8000,453.6000,0.002219
FILLER_113_1446,VSS,Metal1,715.9260,453.1390,0.002219
FILLER_113_1434,VSS,Metal1,708.9600,453.6000,0.002220
FILLER_113_1409,VSS,Metal1,696.9600,453.6000,0.002220
FILLER_113_1405,VSS,Metal1,695.5080,453.2230,0.002220
FILLER_113_1398,VSS,Metal1,692.8860,453.1390,0.002221
FILLER_113_1370,VSS,Metal1,678.0000,453.6000,0.002223
FILLER_113_1344,VSS,Metal1,665.5200,453.6000,0.002223
FILLER_113_1305,VSS,Metal1,647.0400,453.6000,0.002223
FILLER_113_1283,VSS,Metal1,636.2400,453.6000,0.002223
FILLER_113_1258,VSS,Metal1,624.2400,453.6000,0.002238
FILLER_113_1251,VSS,Metal1,622.3260,453.1390,0.002238
FILLER_113_1244,VSS,Metal1,618.9660,453.1390,0.002238
FILLER_113_1233,VSS,Metal1,612.4800,453.6000,0.002238
FILLER_113_1208,VSS,Metal1,600.4800,453.6000,0.002242
FILLER_113_1204,VSS,Metal1,599.0280,453.2230,0.002242
